code,lat,lon,name,city,state,country,tz,type,runway_length,elev,NTGA
MDS,21.7905,-71.7664,Middle Caicos Airport,Lorimers,Middle Caicos,Turks And Caicos Islands,America/Grand_Turk,Airports,3000,10,KMDT
MDT,40.1962,-76.7564,Harrisburg International Airport,Middletown,Pennsylvania,United States,America/New_York,Airports,9501,310,
MDU,-6.65619,145.859,Papua New Guinea,Mendi,,Papua New Guinea,Pacific/Port_Moresby,Airports,4395,5500,KMDW
MDW,41.7875,-87.7416,Chicago Midway International Airport,Chicago,Illinois,United States,America/Chicago,Airports,6519,619,KMDZ
MDZ,-32.8319,-68.7847,El Plumerillo Airport,Mendoza,Mendoza,Argentina,America/Buenos_Aires,Airports,9885,2312,
MEA,-22.3422,-41.7633,Macae Airport,Macae,Rio de Janeiro,Brazil,America/Sao_Paulo,Other Airport,3937,7,
MEC,-0.95,-80.6833,Eloy Alfaro Airport,Manta,Manabi,Ecuador,America/Guayaquil,Other Airport,8202,40,
MED,24.5517,39.7025,Madinah International Airport,Al Madinah,Al Madinah,Saudi Arabia,Asia/Riyadh,Airports,10007,2144,
MEE,-21.5021,167.964,Loyalty Islands Airport,Tadine,Loyaute,New Caledonia,Pacific/Noumea,Airports,3280,141,
MEG,-9.5236,16.3158,Malanje Airport,Malanje,Malanje,Angola,Africa/Luanda,Airports,7267,3865,
MEH,71.0333,27.8333,Mehamn Airport,Mehavn,Finnmark Fylke,Norway,Europe/Oslo,Airports,2625,41,KMEI
MEI,32.3334,-88.7449,Key Field Airport,Meridian,Mississippi,United States,America/Chicago,Airports,8004,297,YMML
MEL,-37.6759,144.844,Melbourne International Airport,Melbourne,Victoria,Australia,Australia/Melbourne,Airports,12000,434,KMEM
MEM,35.047,-89.9823,Memphis International Airport,Memphis,Tennessee,United States,America/Chicago,Airports,9319,332,WIMM
MES,3.5606,98.6708,Polonia Airport,Medan,Sumatera Utara,Indonesia,Asia/Jakarta,Airports,9715,89,MMMX
MEX,19.4344,-99.0742,Lic Benito Juarez International Airport,Mexico City,Distrito Federal,Mexico,America/Mexico_City,Airports,12619,7341,KMEY
MEY,40.1494,-91.5043,,Meghauli,,Nepal,Asia/Katmandu,Airports,3500,600,KMFE
MFE,26.1813,-98.2404,Miller International Airport,Mcallen,Texas,United States,America/Chicago,Airports,7108,107,
MFJ,-18.6045,179.924,Moala Airport,Moala,Eastern,Fiji,Pacific/Fiji,Airports,2510,13,
MFK,23.5998,121.024,Taiwan,Matsu,,Taiwan,Asia/Taipei,Other Airport,,,VMMC
MFM,22.1845,113.532,Macau Airport,Macau,Macau,Macau,Asia/Macau,Airports,3214,1,KMFR
MFR,42.3691,-122.874,Rogue Valley International-Medford Airport,Central Point,Oregon,United States,America/Los_Angeles,Airports,8800,1331,
MFU,-13.2597,31.9347,Mfuwe Airport,Mfuwe,Eastern,Zambia,Africa/Lusaka,Airports,7200,1880,MNMG
MGA,12.1411,-86.1686,Augusto Cesar Sandino International Airport,Tipitapa,Managua,Nicaragua,America/Managua,Airports,7999,194,
MGB,-37.7466,140.787,Mount Gambier Airport,Mount Gambier,South Australia,Australia,Australia/Adelaide,Airports,5000,212,
MGF,-23.4394,-51.9061,Maringa Domestic Airport,Maringa,Parana,Brazil,America/Sao_Paulo,Airports,5250,1821,
MGH,-30.8569,30.3417,Margate Airport,Port Shepstone,Kwazulu Natal,South Africa,Africa/Johannesburg,Airports,4498,495,KMGM
MGM,32.3049,-86.3909,Montgomery Regional Airport,Montgomery,Alabama,United States,America/Chicago,Airports,9001,221,
MGQ,2.0136,45.3047,Mogadishu Airport,Mogadishu,Banaadir,Somalia,Africa/Mogadishu,Airports,10335,27,
MGS,-21.9103,-157.921,Mangaia,Mangaia Island,Mangaia,Cook Islands,Pacific/Rarotonga,Airports,3275,45,
MGT,-18.5572,133.501,Northern Territory,Milingimbi,Northern Territory,Australia,Australia/Darwin,Airports,4130,47,KMGW
MGW,39.6411,-79.9241,Morgantown Municipal Airport-Hart Field,Morgantown,West Virginia,United States,America/New_York,Airports,5199,1248,
MGZ,12.4458,98.625,Mergui Airport,Mergui,Tenasserim,Myanmar,Asia/Rangoon,Airports,5000,73,
MHD,36.2358,59.6392,Mashhad Airport,Mashhad,Khorasan,Iran,Asia/Tehran,Airports,12497,3263,
MHG,49.4762,8.52105,Mannheim City Airport,Mannheim,Baden-Wurttemberg,Germany,Europe/Berlin,Airports,3281,309,
MHH,26.5111,-77.0847,Marsh Harbour Airport,Marsh Harbour,Central Abaco,Bahamas,America/Nassau,Airports,5000,10,KMHK
MHK,39.1368,-96.6699,Manhattan Municipal Airport,Manhattan,Kansas,United States,America/Chicago,Airports,7000,1056,KMHP
MHP,53.8713,27.5352,Minsk International 1,Minsk,Minskaya Voblasts',Belarus,Europe/Minsk,Airports,,,
MHQ,60.1249,19.9075,Mariehamn Airport,Maarianhamina,Aland Islands,Finland,Europe/Helsinki,Airports,6234,17,KMHR
MHR,38.5646,-121.297,Mather Airport,Mather,California,United States,America/Los_Angeles,Military Airport,,,KMHT
MHT,42.9293,-71.4386,Manchester-Boston Regional Airport,Manchester,New Hampshire,United States,America/New_York,Airports,7001,234,KMIA
MIA,25.7953,-80.2727,Miami International Airport,Miami,Florida,United States,America/New_York,Airports,13000,11,MMMD
MID,20.9361,-89.6575,Lic M Crecencio Rejon International Airport,Mérida,Yucatan,Mexico,America/Mexico_City,Airports,8858,34,
MIG,31.4833,104.733,Mian Yang,Mian Yang,Sichuan,China,Asia/Shanghai,Airports,,,
MII,-22.1953,-49.9261,Dr Gastao Vidigal Airport,Marilia,Sao Paulo,Brazil,America/Sao_Paulo,Airports,4921,2093,
MIM,-36.9081,149.903,Merimbula Aerodrome,Merimbula,New South Wales,Australia,Australia/Sydney,Airports,5255,7,
MIR,35.7611,10.7556,Habib Bourguiba International Airport,Sidi al Ghudamisi,Al Munastir,Tunisia,Africa/Tunis,Airports,9678,9,
MIS,46.2127,11.9079,Saint Aignan Island,Misima Island,Milne Bay,Papua New Guinea,Pacific/Port_Moresby,Airports,3020,20,
MJA,-23.3548,43.6631,Toliara,Manja,Toliara,Madagascar,Indian/Antananarivo,Airports,5249,787,KMJD
MJD,27.3364,68.1417,Moenjodaro Airport,Mohenjodaro,Sindh,Pakistan,Asia/Karachi,Airports,6512,167,
MJF,65.7833,13.2167,Kjaerstad Airport,Mosjoen,Nordland Fylke,Norway,Europe/Oslo,Airports,,,HLLM
MJI,26.3385,17.2688,Libya,Mitiga,,Libya,Africa/Tripoli,Airports,,,
MJK,-25.8881,113.578,Shark Bay Airport,Monkey Mia,Western Australia,Australia,Australia/Perth,Airports,,,
MJL,-1.56087,11.1955,Ngounie,Mouila,Ngounie,Gabon,Africa/Libreville,Airports,5906,295,
MJM,-6.1214,23.5697,Mbuji Mayi Airport,Mbuji Mayi,Democratic Republic of,Congo,Africa/Lubumbashi,Airports,6562,2221,
MJN,-15.6658,46.3531,Mahajanga Amborovy Airport,Mahajanga,Mahajanga,Madagascar,Indian/Antananarivo,Airports,7218,85,
MJT,39.0606,26.5981,Mitilini Airport,Mitilini,Voreio Aigaio,Greece,Europe/Athens,Airports,6476,57,LELC
MJV,37.7697,-0.82098,Murcia San Javier Airport,San Javier,Murcia,Spain,Europe/Madrid,Airports,7546,11,
MJZ,62.5168,113.973,Mirnyy,Mirnyj,Sakha,Russia,Asia/Yakutsk,Airports,,,KMKC
MKC,39.1197,-94.5906,Kansas City Downtown Airport,Kansas City,Missouri,United States,America/Chicago,Other Airport,7001,758,KMKE
MKE,42.9471,-87.9051,General Mitchell International Airport,Milwaukee,Wisconsin,United States,America/Chicago,Airports,9690,723,KMKG
MKG,43.1646,-86.2367,Muskegon County Airport,Muskegon,Michigan,United States,America/New_York,Airports,6501,628,PHMK
MKK,21.1557,-157.094,Molokai Airport,Hoolehua,Hawaii,United States,Pacific/Honolulu,Airports,4494,454,
MKM,2.91165,112.609,Sarawak,Mukah,Sarawak,Malaysia,Asia/Kuala_Lumpur,Airports,2460,5,
MKP,-16.5978,-143.662,Makemo Airport,Makemo,Tuamotu-Gambier,French Polynesia,Pacific/Gambier,Airports,4921,3,
MKQ,-8.5183,140.422,Mopah Airport,Merauke,Irian Jaya,Indonesia,Asia/Jayapura,Airports,6070,10,
MKR,-26.6091,118.551,Meekatharra Airport,Kumarina,Western Australia,Australia,Australia/Perth,Airports,7150,1712,
MKU,0.5792,12.8922,Makokou Airport,Makokou,Ogooue-Ivindo,Gabon,Africa/Libreville,Airports,5905,1726,
MKW,-0.8911,134.051,Rendani Airport,Manokwari,West Irian Jaya,Indonesia,Asia/Jayapura,Airports,4593,15,YBMK
MKY,-21.1703,149.183,Mackay Airport,Mackay,Queensland,Australia,Australia/Brisbane,Airports,6500,19,LMML
MLA,35.8586,14.4781,Luqa Airport,Curmi,South Eastern,Malta,Europe/Malta,Airports,11627,300,KMLB
MLB,28.0957,-80.6282,Melbourne International Airport,Melbourne,Florida,United States,America/New_York,Airports,10181,35,KMLE
MLE,4.167,73.4974,Male International Airport,Male,Maale,Maldives,Indian/Maldives,Airports,9318,4,
MLG,-7.98189,112.627,Malang,Malang,Jawa Timur,Indonesia,Asia/Jakarta,Airports,6398,1726,LFSB
MLH,47.5998,7.53134,Bale Mulhouse Airport,Basel Mulhouse Freiburg,Alsace,France,Europe/Zurich,Airports,12795,883,KMLI
MLI,41.4539,-90.5058,Quad City Airport,Coal Valley,Illinois,United States,America/Chicago,Airports,6507,589,
MLL,61.8833,-162.067,Marshall,Marshall,Alaska,United States,America/Anchorage,Airports,1762,90,MMMM
MLM,19.8464,-101.029,General Francisco J Mujica Airport,Álvaro Obregón,Michoacan de Ocampo,Mexico,America/Mexico_City,Airports,4921,6234,
MLN,35.2825,-2.9569,Melilla Airport,Melilla,Melilla Province,Spain,Africa/Ceuta,Airports,3543,154,
MLO,36.7137,24.5118,Milos Island Airport,Apollonia,Notio Aigaio,Greece,Europe/Athens,Airports,2625,12,KMLU
MLU,32.5099,-92.044,Monroe Regional Airport,Monroe,Louisiana,United States,America/Chicago,Airports,7507,79,
MLW,6.2897,-10.7581,Monrovia Spriggs Payne Airport,Monrovia,Montserrado,Liberia,Africa/Monrovia,Airports,5997,25,
MLX,38.435,38.0911,Erhac Airport,Arga,Malatya,Turkey,Europe/Istanbul,Airports,7600,3016,PAML
MLY,64.9812,-150.637,Manley Hot Springs,Manley Hot Springs,Alaska,United States,America/Anchorage,Airports,2760,270,
MMB,43.8814,144.163,Memanbetsu Airport,Ozora-cho,Hokkaido Prefecture,Japan,Asia/Tokyo,Airports,6560,122,EGNV
MME,54.5116,-1.43475,Durham Tees Valley Airport,Darlington,England,United Kingdom,Europe/London,Airports,,,
MMG,-24.4378,121.079,Western Australia,Mount Magnet,Western Australia,Australia,Australia/Perth,Airports,5030,1350,KMMH
MMH,37.6288,-118.844,Mammoth June Lakes Airport,Mammoth Lakes,California,United States,America/Los_Angeles,Other Airport,7000,7128,KMMK
MMK,68.7794,32.7434,Murmashi Airport,Apatity,Murmanskaya Oblast,Russia,Europe/Moscow,Airports,,,
MMO,15.2209,-23.1762,Maio Airport,Vila do Maio,Maio,Cape Verde,Atlantic/Cape_Verde,Airports,4593,170,ESMS
MMX,55.5406,13.3666,Sturup Airport,Svedala,Skane,Sweden,Europe/Stockholm,Airports,9186,236,
MMY,24.7824,125.295,Miyako Airport,Miyako Jima,Iwate Prefecture,Japan,Asia/Tokyo,Airports,6560,149,KMNF
MNF,-17.6611,177.119,Mana Island Airstrip,Mana Island,Western,Fiji,Pacific/Fiji,Airports,,,
MNG,-12.06,134.233,Maningrida Airport,Maningrida,Northern Territory,Australia,Australia/Darwin,Airports,5000,112,
MNJ,-21.2017,48.3583,Mananjary Airport,Mananjary,Fianarantsoa,Madagascar,Indian/Antananarivo,Airports,4921,20,RPLL
MNL,14.5114,121.016,Ninoy Aquino International Airport,Parañaque,National Capital Region,Philippines,Asia/Manila,Airports,11004,75,
MNT,65.1987,-149.53,Minto,Minto,Alaska,United States,America/Anchorage,Airports,1800,328,
MNU,16.4417,97.6694,Moulmein Airport,Moulmein,Mon State,Myanmar,Asia/Rangoon,Airports,5300,149,
MOA,38.5702,-109.553,,Moa,Holguin,Cuba,America/Havana,Airports,5580,16,KMOB
MOB,30.6775,-88.243,Mobile Regional Airport,Mobile,Alabama,United States,America/Chicago,Airports,8527,218,
MOC,-16.7044,-43.8203,Montes Claros Airport,Montes Claros,Minas Gerais,Brazil,America/Sao_Paulo,Airports,6890,2192,KMOD
MOD,37.6319,-120.959,Modesto City County Airport-Harry Sham Field,Modesto,California,United States,America/Los_Angeles,Airports,5911,97,
MOF,-8.6381,122.24,Wai Oti Airport,Maumere,Nusa Tengarra Timur,Indonesia,Asia/Makassar,Airports,4947,115,
MOG,37.3729,-87.1361,,Mong Hsat,Rakhine State,Myanmar,Asia/Rangoon,Airports,5000,1875,
MOI,-19.8167,-157.717,,Mitiaro Island,Mitiaro,Cook Islands,Pacific/Rarotonga,Airports,3000,25,ENML
MOL,62.7466,7.26397,Aro Airport,Bolsøya,More og Romsdal,Norway,Europe/Oslo,Airports,5249,10,
MOQ,-20.2836,44.3183,Morondava Airport,Morondava,Toliara,Madagascar,Indian/Antananarivo,Airports,4921,23,KMOT
MOT,48.2554,-101.291,Minot International Airport,Minot,North Dakota,United States,America/Chicago,Airports,7493,1715,PAMO
MOU,62.0833,-163.733,Mountain Village,Mountain Village,Alaska,United States,America/Anchorage,Airports,2214,165,
MOV,-22.0574,148.077,Moranbah Airport,Moranbah,Queensland,Australia,Australia/Brisbane,Airports,3200,565,
MOZ,-17.5328,-149.839,Society Islands Airport,Papeete,Windward Islands,French Polynesia,Pacific/Tahiti,Airports,2887,10,
MPA,-17.6342,24.1806,Mpacha Airport,Mpacha,,Namibia,Africa/Windhoek,Airports,7500,3230,
MPH,11.9,121.917,Malay,Caticlan,Western Visayas,Philippines,Asia/Manila,Airports,3281,7,LFMT
MPL,43.5807,3.96039,Frejorgues Airport,Mauguio,Languedoc-Roussillon,France,Europe/Paris,Airports,8530,16,
MPM,-25.9211,32.5694,Maputo Airport,Maputo,Maputo,Mozambique,Africa/Maputo,Airports,11910,131,EGYP
MPN,-51.8222,-58.4417,Mount Pleasant Airport,Mount Pleasant,East Falkland,Falkland Islands,Atlantic/Stanley,Airports,8497,244,
MQF,53.45,59.0667,Magnitogorsk,Chelyabinsk,Chelyabinskaya Oblast,Russian Federation,Asia/Yekaterinburg,Airports,,,YMIA
MQL,-34.2308,142.084,Mildura Airport,Mildura,Victoria,Australia,Australia/Melbourne,Airports,4852,163,
MQM,37.2233,40.6317,Mardin,Mardin,Mardin,Turkey,Europe/Istanbul,Airports,,,
MQN,66.3643,14.3035,Rossvoll Airport,Skonseng,Nordland Fylke,Norway,Europe/Oslo,Airports,2624,228,
MQP,-25.5,30.9167,Nelspruit Airport,Nelspruit,,South Africa,Africa/Johannesburg,Airports,,,KSAW
MQT,46.3501,-87.3871,Sawyer International Airport,Marquette,Michigan,United States,America/New_York,Airports,6500,1419,
MQX,13.4667,39.5167,,Makale,Tigray,Ethiopia,Africa/Addis_Ababa,Airports,10500,7320,
MRA,32.3325,15.0617,Misurata Airport,Misratah,Misratah,Libya,Africa/Tripoli,Airports,10980,60,
MRD,8.5853,-71.1597,Alberto Carnevalli Airport,Ejido,Mérida,Venezuela,America/Caracas,Airports,5348,5007,
MRE,-1.3944,35.0089,Mara Serena Airport,Mara Lodges,Rift Valley,Kenya,Africa/Nairobi,Airports,2700,5600,LFML
MRS,43.4411,5.22087,Marignane Airport,Marignane,Provence-alpes-cote d'Azur,France,Europe/Paris,Airports,11483,69,FIMP
MRU,-20.4272,57.6767,Plaisance International Airport,Mahebourg,Grand Port,Mauritius,Indian/Mauritius,Airports,8498,186,URMM
MRV,44.2026,43.1352,Mineral'nyye Vody,Mineralnye Vody,Stavropolrskiy Kray,Russia,Europe/Volgograd,Airports,,,KMRY
MRY,36.5872,-121.851,Monterey Peninsula Airport,Monterey,California,United States,America/Los_Angeles,Airports,6597,244,
MRZ,-29.494,149.851,Moree Airport,Moree,New South Wales,Australia,Australia/Sydney,Airports,5300,701,
MSA,53.8333,-92,Muskrat Dam,Muskrat Dam,Ontario,Canada,America/Winnipeg,Airports,,,GMSH
MSE,51.3448,1.35733,Kent International Airport,Manston,England,United Kingdom,Europe/London,Airports,9029,178,
MSJ,40.7053,141.361,Misawa Airport,Misawa-shi,Aomori Prefecture,Japan,Asia/Tokyo,Airports,10000,119,KMSL
MSL,34.7439,-87.6185,Muscle Shoals Regional Airport,Muscle Shoals,Alabama,United States,America/Chicago,Airports,6693,550,KMSN
MSN,43.1351,-89.3465,Dane County Regional Airport-Truax Field,Madison,Wisconsin,United States,America/Chicago,Airports,9005,862,KMSO
MSO,46.9192,-114.084,Missoula International Airport,Missoula,Montana,United States,America/Denver,Airports,9499,3201,KMSP
MSP,44.8793,-93.1987,Minneapolis St Paul International Airport,St. Paul,Minnesota,United States,America/Chicago,Airports,11006,841,UMMS
MSQ,53.8873,28.0344,Velikiydvor Airport,Minsk,Minskaya Voblasts',Belarus,Europe/Minsk,Airports,6562,742,
MSR,38.7472,41.6589,Mus Airport,Mush,Muş,Turkey,Europe/Istanbul,Airports,,,KMSS
MSS,44.9326,-74.8535,Massena International Airport,Massena,New York,United States,America/New_York,Airports,5001,214,EHBK
MST,50.9157,5.76967,Maastricht Airport,Maastricht-Airport,Limburg,Netherlands,Europe/Amsterdam,Airports,8202,375,
MSU,-29.4581,27.5556,Maseru Moshoeshoe Airport,Maseru,Maseru,Lesotho,Africa/Maseru,Airports,4500,5105,
MSW,15.6,39.4333,Massawa,Massawa,Semien-Keih-Bahri,Ethiopia,Africa/Asmara,Airports,6201,37,KMSY
MSY,29.983,-90.2569,New Orleans International Airport,Kenner,Louisiana,United States,America/Chicago,Airports,,4,
MSZ,-15.1972,12.1551,Namibe,Namibe,Namibe,Angola,Africa/Luanda,Airports,8284,210,KMTJ
MTJ,38.5003,-107.899,Montrose Regional Airport,Montrose,Colorado,United States,America/Denver,Airports,8497,5759,
MTM,55.1333,-131.583,Metlakatla Sea Plane Base,Metlakatla,Alaska,United States,America/Juneau,Airports,,,
MTR,8.8306,-75.8247,Los Garzones Airport,Los Garzones,Cordoba,Colombia,America/Bogota,Airports,6132,36,
MTS,-26.5204,31.3146,Matsapa International Airport,Manzini,Manzini,Swaziland,Africa/Mbabane,Airports,8530,2075,MMMT
MTT,18.0833,-94.5961,Minatitlan Airport,Minatitlan,,Mexico,America/Mexico_City,Airports,6217,90,KMTV
MTV,-13.8167,167.7,Mota Lava,Mota Lava,Torba,Vanuatu,Pacific/Efate,Airports,2950,63,MMMY
MTY,25.7783,-100.107,Gen Mariano Escobedo International Airport,Pesquería,Nuevo Leon,Mexico,America/Monterrey,Airports,9843,1269,
MUA,-8.3272,157.261,Munda Airport,Munda,Western,Solomon Islands,Pacific/Noumea,Airports,4593,10,
MUB,-19.9708,23.4306,Maun Airport,Maun,Ngamiland,Botswana,Africa/Gaborone,Airports,6562,3101,EDDM
MUC,48.354,11.7816,Franz-Josef-Strauss Airport,Oberding,Bavaria,Germany,Europe/Berlin,Airports,13100,1737,PHMU
MUE,19.9983,-155.675,Waimea Kohala Airport,Kamuela,Hawaii,United States,Pacific/Honolulu,Airports,5200,2671,
MUH,31.3253,27.2208,Mersa Matruh Airport,Marsa Matruh,Matruh,Egypt,Africa/Cairo,Airports,10500,94,
MUK,-20.1333,-157.35,Mauke Island,Mauke Island,Atiu,Cook Islands,Pacific/Rarotonga,Airports,3107,90,
MUN,9.7514,-63.1528,Maturin Airport,Aguasay,Monagas,Venezuela,America/Caracas,Airports,6890,224,
MUR,4.175,114.33,Marudi Airport,Miri,Sarawak,Malaysia,Asia/Kuala_Lumpur,Airports,3000,103,
MUX,30.2028,71.4181,Multan Airport,Multan,Punjab,Pakistan,Asia/Karachi,Airports,9000,400,
MUZ,-1.77227,33.9811,Mara,Musoma,Mara,Tanzania,Africa/Dar_es_Salaam,Airports,5250,3778,
MVB,-1.6569,13.4397,Franceville Mvengue Airport,Franceville,Haut-Ogooue,Gabon,Africa/Libreville,Airports,10105,1447,SUMU
MVD,-34.8291,-56.0323,Carrasco International Airport,Montevideo,Montevideo,Uruguay,America/Montevideo,Airports,8858,105,
MVP,1.13333,-70.05,Mitu Airport,Mitu,Vaupes,Colombia,America/Bogota,Airports,4921,680,
MVR,10.4533,14.2564,Maroua Salak Airport,Maroua,Extreme-Nord,Cameroon,Africa/Douala,Airports,6890,1391,
MVS,-18.0492,-39.8653,Aeroporto Max Feffer,Mucuri,Nordeste,Brazil,America/Belem,Airports,,,
MVT,-17.6902,-149.376,French Polynesia,Mataiva,Windward Islands,French Polynesia,Pacific/Midway,Airports,3936,3,KMVY
MVY,41.3895,-70.6112,Marthas Vineyard Airport,Vineyard Haven,Massachusetts,United States,America/New_York,Airports,,,KMWA
MWA,37.7467,-89.0104,Williamson County Regional Airport,Marion,Illinois,United States,America/Chicago,Airports,6502,471,
MWF,-15.1609,168.145,Vanuatu,Maewo,Penama,Vanuatu,Pacific/Efate,Airports,2789,509,
MWN,-3.59224,33.5603,Mwadui,Mwadui,Shinyanga,Tanzania,Africa/Dar_es_Salaam,Airports,5249,3970,
MWQ,20.1403,94.928,Magwe,Magwe,Magway,Myanmar,Asia/Rangoon,Airports,4600,275,
MWZ,-2.4469,32.9286,Mwanza Airport,Ilemera,Mwanza,Tanzania,Africa/Dar_es_Salaam,Airports,10830,3763,
MXH,-6.65619,145.859,Papua New Guinea,Moro,Southern Highlands,Papua New Guinea,Pacific/Port_Moresby,Airports,2000,2750,MMML
MXL,32.6308,-115.242,Gen Rodolfo Sanchez T International Airport,Mexicali,Baja California,Mexico,America/Tijuana,Airports,8530,72,
MXM,-21.7506,43.3742,Morombe Airport,Morombe,Toliara,Madagascar,Indian/Antananarivo,Airports,4265,16,
MXN,48.5987,-3.81735,Ploujean Airport,Morlaix,Brittany,France,Europe/Paris,Other Airport,4216,282,LIMC
MXP,45.6314,8.72284,Malpensa International Airport,Cardano al Campo,Lombardy,Italy,Europe/Rome,Airports,12844,768,
MXT,-27.2167,-65.1333,,Maintirano,Mahajanga,Madagascar,Indian/Antananarivo,Airports,4265,95,
MXV,49.663,100.094,Moron Airport,Mörön,Hovsgol,Mongolia,Asia/Ulaanbaatar,Airports,,,
MXX,60.9586,14.5049,Siljan Airport,Mora,Dalarna,Sweden,Europe/Stockholm,Airports,5938,633,
MXZ,24.35,116.133,Meixian,Meixian,广东省,China,Asia/Shanghai,Airports,,,
MYA,-35.8983,150.147,Moruya Aerodrome,Bingie,New South Wales,Australia,Australia/Sydney,Airports,4974,14,
MYD,-3.2261,40.1006,Malindi Airport,Mombasa,Coast,Kenya,Africa/Nairobi,Airports,4600,80,
MYE,34.0726,139.56,Miyakejima Airport,Miyake-mura,Tokyo Prefecture,Japan,Asia/Tokyo,Airports,3940,65,
MYG,22.3706,-72.9481,Miltary & Civil Airport,Abraham Bay,Mayaguana,Bahamas,America/Nassau,Airports,7297,11,
MYI,-9.91682,144.051,Murray Island,Murray Island,Queensland,Australia,Australia/Brisbane,Airports,,,KMYJ
MYJ,33.8276,132.7,Matsuyama Airport,Matsuyama-shi,Ehime Prefecture,Japan,Asia/Tokyo,Airports,6560,21,KMYL
MYL,44.8968,-116.096,Mccall Airport,Mccall,Idaho,United States,America/Boise,Other Airport,5002,5023,KMYR
MYR,33.6821,-78.9228,Myrtle Beach International Airport,Myrtle Beach,South Carolina,United States,America/New_York,Military Airport,9502,26,
MYT,25.3844,97.3553,Myitkyina Airport,Myitkyina,Kachin State,Myanmar,Asia/Rangoon,Airports,8595,470,PAMY
MYU,60.3906,-166.191,Mekoryuk,Mekoryuk,Alaska,United States,America/Anchorage,Airports,3271,48,
MYW,-10.3342,40.1808,Mtwara Airport,Ziwani,Mtwara,Tanzania,Africa/Dar_es_Salaam,Airports,7400,371,
MYY,4.3256,113.984,Miri Airport,Miri,Sarawak,Malaysia,Asia/Kuala_Lumpur,Airports,6500,55,
MZG,23.5631,119.634,Magong Airport,Makung City,Taiwan Province,Taiwan,Asia/Taipei,Airports,6500,69,KMZH
MZH,40.8303,35.5202,Merzifon,Merzifon,,Turkey,Europe/Istanbul,Military Airport,9000,1783,
